DATASET;Restaurant1;Restaurant2;Restaurant3;Restaurant4;Restaurant5;Restaurant6;Restaurant7;Restaurant8;Restaurant9;Restaurant10;Restaurant11;Restaurant12;Restaurant13;Restaurant14;Restaurant15;Restaurant16;Restaurant17;Restaurant18;Restaurant19;Restaurant20;Restaurant21;Restaurant22;Restaurant23;Restaurant24;Restaurant25;Restaurant26;Restaurant27;Restaurant28;Restaurant29;Restaurant30;Restaurant31;Restaurant32;Restaurant33;Restaurant34;Restaurant35;Restaurant36;Restaurant37;Restaurant38;Restaurant39;Restaurant40;Restaurant41;Restaurant42;Restaurant43;Restaurant44;Restaurant45;Restaurant46;Restaurant47;Restaurant48;Restaurant49;Restaurant50;Restaurant51;Restaurant52;Restaurant53;Restaurant54;Restaurant55;Restaurant56;Restaurant57;Restaurant58;Restaurant59;Restaurant60;Restaurant61;Restaurant62;Restaurant63;Restaurant64;Restaurant65;Restaurant66;Restaurant67;Restaurant68;Restaurant69;Restaurant70;Restaurant71;Restaurant72;Restaurant73;Restaurant74;Restaurant75;Restaurant76;Restaurant77;Restaurant78;Restaurant79;Restaurant80;Restaurant81;Restaurant82;Restaurant83;Restaurant84;Restaurant85;Restaurant86;Restaurant87;Restaurant88;Restaurant89;Restaurant90;Restaurant91;Restaurant92;Restaurant93;Restaurant94;Restaurant95;Restaurant96;Restaurant97;Restaurant98;Restaurant99;Restaurant100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7669;-2,04;-9,85;-9,85;-9,81;-9,51;-0,29;8,74;-1,31;5,34;8,88;-4,56;0,78;2,77;-6,55;-5,34;-4,17;-6,07;-8,79;8,88;-9,76;9,32;9,03;-9,76;-9,56;6,55;8,88;8,88;-5,29;-0,49;-8,11;5,19;8,93;-5,53;-9,13;-9,51;8,93;-9,37;-0,44;9,08;9,08;-9,95;-9,32;8,79;9,22;-6,75;-9,95;-9,37;1,07;6,26;8,83;-6,21;-8,88;3,06;0,34;4,66;-1,75;-9,85;-9,9;4,27;-9,51;-9,85;-3,98;2,28;-9,71;4,47;-6,36;-9,95;7,18;-3,64;-6,41;1,84;-7,77;-3,5;-9,9;-9,9;-9,95;-9,71;-9,76;-9,76;2,14;-9,95;-9,85;6,41;-9,32;-1,99;-2,23;-9,9;-9,9;-3,88;9,03;-0,58;-9,37;-6,55;-8,69;-9,9;-6,36;-3,69;0,29;-6,8;3,79
User7670;99;99;99;99;3,59;3,5;-8,69;-6,46;99;3,93;2,67;4,71;-9,66;-9,08;-9,32;-9,71;4,03;-9,9;7,52;-0,87;6,5;0,05;4,08;99;-9,03;-9,17;2,18;3,25;4,42;99;-9,17;-9,32;99;8,98;-4,61;8,88;99;-8,98;-9,61;-7,72;99;4,47;99;99;-1,99;-9,27;-9,08;5,83;-1,55;-9,08;99;6,46;4,22;-8,2;-9,71;-8,79;-9,66;99;99;99;7,96;4,56;99;99;8,01;8,06;99;4,27;8,98;0,58;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-9,13;99;99;99;99;99;99;99;99;99;99;99;99;-9,27;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7671;99;99;99;99;-0,05;4,61;-3,54;-7,43;99;4,13;-3,79;-3,11;-6,89;4,22;0;-8,4;2,04;-3,5;2,67;-3,54;3,74;4,03;99;99;-3,01;3,64;3,01;5;3,64;99;4,22;3,11;99;-4,56;3,01;3,11;99;4,37;4,08;99;99;3,93;99;99;0;-1,41;2,52;4,71;3,06;3,2;99;1,46;2,43;2,18;-1,41;4,27;2,62;99;99;99;3,74;1,75;-1,12;99;3,25;2,38;99;2,18;3,06;-1,41;99;99;99;99;99;99;99;99;99;99;-7,09;99;99;99;99;99;99;99;99;99;99;99;99;99;99;1,7;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7672;-9,42;-8,5;5,92;-8,2;3,11;-1,07;3,11;-4,95;-7,82;7,18;5,92;-5,68;-1,65;-3,25;-7,14;-3,4;-6,36;5,53;-6,17;-5,73;-7,28;7,28;-6,46;1,89;-8,5;-1,7;5,73;-5,73;6,55;4,71;-3,83;-4,95;-6,07;3,5;0,44;4,32;-5,92;3,98;-8,11;-5,73;-7,82;-6,8;-8,54;-0,1;-1,07;2,67;1,8;5;2,23;4,95;-6,31;-8,5;-7,38;-3,35;-7,04;5,68;-6,07;-7,28;4,22;-7,82;-0,58;7,57;-1,5;-5,97;5,63;-0,19;-3,16;-6,02;-8,11;-8,16;-6,65;-0,83;-0,53;-8,74;-8,74;-1,75;-3,93;-4,95;-1,17;-0,83;-4,42;-8,2;-8,11;-4,08;-8,79;-8,01;-6,21;-1,46;-4,42;-8,16;7,62;-6,6;2,48;-3,4;-2,86;-6,26;-5,29;-7,62;-7,62;-7,62,
User7673;99;-7,28;99;99;-9,22;-2,04;3,79;-9,17;99;-1,5;-0,29;1,89;2,52;-1,5;-9,03;-9,17;-3,79;-2,43;3,93;4,27;5,83;-0,39;-3,16;99;1,8;7,04;4,03;1,94;6,55;99;5,05;-6,94;99;1,5;1,5;6,84;99;2,91;2,82;-2,04;99;3,06;99;99;-2,18;1,89;-1,31;2,52;5,19;5,83;99;-1,65;4,37;5;-1,7;5,92;99;99;99;99;4,81;5,97;2,96;99;-0,39;0,73;99;6,84;4,56;-0,34;99;99;99;99;99;99;-7,04;99;99;99;99;99;99;99;99;99;99;99;99;99;-9,42;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7674;99;99;99;99;-0,83;99;5,19;-9,76;99;99;99;8,79;4,66;9,13;-1,21;7,14;0,15;2,57;-4,22;6,89;9,32;7,28;99;99;99;99;9,27;9,17;9,32;99;8,5;5,63;99;6,12;3,16;-5,39;99;-7,86;2,14;6,6;99;9,17;99;99;1,21;1,12;1,17;8,11;9,08;9,27;99;4,17;9,32;9,13;9,13;9,08;99;99;99;99;3,4;9,22;8,5;99;0,1;7,72;99;9,17;6,84;1,17;99;99;99;99;99;99;99;99;99;99;99;99;99;99;5,19;99;99;99;99;99;99;99;99;8,59;99;-5,39;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7675;-0,19;-1,5;4,42;4,61;6,36;5,39;-5,97;-1,31;-1,17;0,29;-1,99;0,1;3,88;-0,73;3,59;-0,39;5;3,83;5,53;-6,07;3,69;7,91;6,65;-0,19;5,92;5;5,58;-0,73;4,66;6,36;6,89;2,52;-0,78;8,11;-1,07;6,46;-1,26;5,73;2,77;3,25;1,21;6,84;-1,21;-1,07;3,3;-1,8;7,18;7,82;7,18;7,57;-1,21;3,4;5,63;5,73;-0,53;6,65;-1,5;-1,65;4,9;-0,19;3,25;7,04;5,05;-0,83;7,43;5,87;2,57;6,02;3,64;-1,94;99;99;99;99;99;99;99;6,02;99;99;99;99;99;99;99;99;99;99;99;99;-7,86;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7676;4,66;5,05;4,95;99;1,31;4,61;2,57;0,63;99;4,42;5,29;5,44;0,19;2,52;-1,8;0,78;-1,26;2,62;-0,68;1,8;4,17;4,08;5,05;99;5,29;2,09;2,77;3,11;4,76;99;6,26;6,46;99;4,76;2,43;2,72;99;3,06;0,92;2,28;6,26;8,69;4,56;4,95;5,1;2,28;4,37;1,26;6,36;3,11;99;2,67;3,74;7,23;2,28;5,34;99;99;99;4,22;2,14;1,12;3,98;5,05;6,5;4,47;99;5,83;2,72;99;99;99;99;99;-0,19;99;99;99;99;99;99;99;99;99;1,21;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7677;99;-0,73;99;99;2,23;2,96;-3,4;0,05;99;0,34;1,8;-3,83;-3,74;-1,31;0,49;-0,78;-0,68;-3,98;-0,53;-0,73;-0,92;0,97;-1,89;99;99;0,68;0,29;-3,98;4,32;99;3,2;2,96;99;-2,28;-1,55;4,17;99;0,63;1,26;3,98;-1,26;-1,94;99;99;1,46;-4,32;-1,46;3,3;1,21;2,67;99;-0,63;-0,87;0,34;1,12;-3,45;99;99;99;99;-0,1;2,43;-3,93;99;-4,81;4,13;99;3,74;1,94;3,74;-4,08;99;99;99;99;1,99;99;99;-0,97;99;99;99;99;99;99;99;99;99;-3,69;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7678;-9,37;-6,75;0,44;-8,2;-8,79;6,21;-7,52;-0,83;1,36;-1,65;6,36;-2,43;1,65;-4,76;-9,81;-8,69;3,88;-6,99;-7,14;-7,52;3,3;-1,36;-7,96;3,45;-4,76;3,83;-0,15;5,97;4,17;-3,35;-8,3;8,3;-8,54;1,21;7,04;-1,41;-5,87;1,99;-4,95;3,11;-0,19;4,08;1,7;-0,58;-0,73;-7,43;5,68;-5,78;1,26;2,48;1,65;7,33;8,64;4,76;2,04;2,72;0,1;-9,71;-8,35;-0,15;0,44;8,74;-4,9;7,82;-6,07;0,97;4,27;6,94;-6,94;0,68;3,35;1,36;5,24;-1,31;4,13;4,47;6,26;6,26;6,07;8,45;2,62;1,02;-0,92;-0,63;-5,73;0,87;0;1,26;6,36;-8,5;8,01;5;7,18;3,88;-1,07;4,61;4,61;4,32;4,22;2,43,,
User7679;99;99;2,14;99;7,52;3,54;-3,69;1,6;2,18;3,35;4,17;-1,07;-0,87;-0,49;4,95;5,92;-3,64;3,35;-2,18;2,86;7,62;3,83;1,41;99;-1,12;-0,53;8,59;2,62;4,27;2,48;6,55;3,98;99;1,7;8,74;6,55;99;6,94;6,46;7,09;-0,05;0,73;2,91;4,71;0,78;2,04;-0,39;4,08;5,15;8,11;-1,94;1,02;5,53;2,04;5,58;7,82;99;-3,74;-2,38;99;8,11;3,74;-5,53;3,88;8,69;8,93;1,41;5,24;2,38;-0,34;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2,96;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7680;0,63;0,15;0,78;-0,19;3,4;0,34;2,72;-2,52;1,02;0,92;1,41;0,73;-1,5;2,52;1,84;0,83;1,8;0,19;2,18;1,8;2,52;-0,19;1,31;0,1;-0,29;2,67;2,91;2,18;3,93;0,53;1,46;2,67;-0,24;0,39;1,41;1,99;-0,15;0,58;1,55;1,84;-1,12;2,57;0,44;-1,31;1,12;1,84;0,68;0,97;2,09;2,57;0,49;1,07;3,06;2,14;0,39;1,31;2,72;-3,45;0,78;-1,41;3,11;2,91;0,05;-0,15;1,84;1,75;0,34;3,35;1,89;1,26;99;99;99;99;99;99;99;99;2,57;99;99;99;99;99;99;99;99;99;99;3,4;1,94;99;99;99;99;99;99;99;2,18;99,,,,,,,,,,,,,,,,,,,,,,,,,,
User7681;3,06;2,62;-0,78;99;2,96;-3,59;4,71;3,69;99;-0,83;4,27;0,19;-5,83;1,31;-4,76;-3,01;1,36;-5,63;3,54;-3,88;-0,19;-1,7;-0,58;99;-1,8;-4,51;1,31;1,8;4,22;99;-1,02;4,17;99;-4,95;-6,07;3,74;99;-5,29;0,87;3,83;4,47;4,42;99;99;-1,84;-4,03;-4,08;1,07;4,76;4,32;-1,6;-0,83;3,98;2,67;-1,07;2,62;99;99;99;-0,34;3,64;0,83;-2,43;99;-4,32;3,5;99;-3,79;4,61;-5;99;99;1,07;99;99;99;99;4,37;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7682;5,53;-2,04;2,91;-3,74;-0,34;1,17;4,95;2,23;-0,39;0,19;-0,44;-0,68;-5,1;-2,86;-4,56;-1,41;-1,07;-2,67;-6,12;-4,27;-3,5;-0,34;3,5;1,36;-0,49;-0,73;8,74;2,91;-2,04;-3,79;-2,82;-3,16;-3,3;-1,41;-4,03;-0,29;-7,28;2,33;-3,4;1,99;-0,44;-2,57;-0,19;4,56;-0,49;3,06;2,96;3,54;1,02;-3,88;-1,65;-2,48;-1,84;1,12;-2,28;2,96;5,39;-0,44;1,36;-0,15;1,36;-2,57;-1,46;0,63;-2,38;-2,96;-7,57;4,47;-3,2;-0,53;-0,1;7,91;-7,09;-7,62;-0,49;-0,34;-0,53;-7,86;-7,38;7,52;-0,58;6,26;-0,44;5,97;-7,62;-7,43;-0,53;-0,44;4,27;-0,58;-1,12;-6,8;6,6;-7,96;7,72;-0,44;6,55;-6,75;6,21;-7,96
User7683;99;7,14;-9,27;7,57;1,89;7,96;8,54;7,67;99;7,86;7,72;7,72;-5,29;7,86;-0,58;-8,3;4,42;0,19;1,84;1,5;7,72;7,72;2,86;99;5,34;7,48;8,79;7,96;9,03;-9,27;8,11;8,3;9,17;7,48;7,62;8,69;99;0,1;0,97;3,98;7,96;5,39;6,5;99;4,47;3,59;6,17;7,86;3,98;8,64;8,45;7,62;7,96;7,72;-1,75;7,62;99;99;6,36;-7,18;7,86;4,66;7,72;8,54;5,15;7,82;3,3;8,54;8,01;7,86;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,3;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7684;3,79;-2,86;2,33;-2,91;3,98;-2,91;3,79;5,19;2,82;2,86;-2,57;3,74;-6,36;-0,15;-1,75;-3,35;-8,45;0,97;-3,06;-2,82;-2,48;4,37;5,1;-2,43;-1,89;2,57;3,98;-4,22;3,5;-2,38;4,9;-1,94;2,72;-4,81;2,33;3,69;3,79;-3,2;-4,08;2,14;4,51;3,2;2,91;5,19;-2,09;2,77;0,78;3,54;2,96;2,96;-4,27;-0,24;-2,57;-5,63;3,59;4,13;-3,79;-5,34;2,57;4,27;1,84;3,4;4,42;-1,6;-3,16;-1,65;3,35;4,71;-3,93;-1,65;99;99;99;99;-4,32;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-4,95;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7685;2,43;6,17;6,41;-5;2,18;-4,81;8,06;0,49;99;3,79;6,02;-1,75;-9,76;-9,22;-3,74;-7,43;-0,68;2,23;1,7;-5,78;0,97;1,7;3,5;-2,77;1,07;-6,89;8,2;-6,41;5,15;0,68;-0,73;5,29;1,65;0,49;1,7;1,36;99;-0,05;-2,38;-4,13;-6,46;1,5;-0,78;99;1,55;-9,9;-2,96;-0,73;0,58;5,73;1,31;2,33;2,18;-3,4;-2,86;-2,96;99;99;3,3;-7,48;4,85;0,49;-3,2;-3,2;0,63;-4,47;-6,21;5,29;-1,55;-2,72;99;99;99;99;99;99;99;-0,1;0,05;5,73;-8,01;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7686;99;99;99;99;3,88;99;6,26;2,18;99;99;7,52;7,67;-6,07;3,98;-2,67;-8,59;-3,69;1,26;2,57;-7,33;4,47;99;99;99;99;2,28;6,65;2,62;4,27;99;8,54;6,89;99;99;5,58;1,94;99;-2,57;99;-1,5;99;0,49;99;99;99;4,37;99;3,01;0,49;7,77;99;99;3,54;7,14;99;4,56;99;-8,11;99;99;4,85;2,91;99;99;-0,44;5,39;99;5,92;0,19;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,59;5,68;99;99;99;99;99;99;99;99;-1,7;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7687;2,77;-7,57;2,28;4,22;2,52;5,87;2,48;4,13;4,37;4,51;4,51;6,31;3,35;6,21;4,13;0,29;6,07;1,65;1,7;4,37;1,99;4,56;5;4,27;5,05;4,37;6,31;5,53;6,65;5,83;3,16;6,12;4,32;5,97;6,02;3,93;2,57;5;5,19;5,97;4,47;7,18;3,79;0,73;5,58;6,46;7,38;4,47;4,71;6,46;4,32;3,54;6,26;7,33;5;8,11;3,06;3,01;5,05;3,74;7,23;5,97;6,21;3,79;7,96;4,81;1,46;6,31;5,92;6,31;3,74;4,71;4,08;3,35;5,34;5,34;3,59;2,96;2,86;5,73;2,38;3,98;5,34;3,5;3,5;4,03;2,82;2,86;4,85;3,45;5,15;4,85;2,43;-0,87;-0,92;3,98;0,78;4,9;-0,58;4,71,,,
User7688;-2,57;3,83;8,5;4,85;5,1;1,26;-0,73;-2,86;2,96;8,74;7,04;-2,33;2,67;2,18;7,04;-9,51;1,84;9,03;1,6;-6,75;6,02;-1,84;1,5;-2,77;4,71;-0,29;5,39;8,93;9,17;0,34;6,6;6,17;-2,67;7,67;8,79;8,25;-0,73;5,39;8,79;-3,59;8,45;5,92;-1,46;6,55;-1,02;8,88;5,53;8,11;8,93;8,69;-1,7;1,12;8,93;9,08;8,69;3,93;0,05;7,77;-1,26;2,72;8,64;8,83;6,07;-2,57;6,41;8,64;-1,94;9,17;6,36;2,43;99;99;99;99;99;99;99;99;-4,51;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2,14;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7689;5,24;-6,65;-5,44;-3,74;5,05;2,33;-6,6;0,78;1,02;-3,5;1,46;1,7;-6,75;2,57;-6,75;-6,75;-0,29;3,11;6,17;-4,03;-0,19;-3,59;3,93;-6,02;-4,71;6,36;8,5;1,5;1,94;-6,65;0,87;6,89;0,97;7,91;5,1;6,21;-6,02;-8,59;1,5;3,5;3,98;6,36;-8,69;-6,02;4,76;-2,52;7,67;1,12;3,01;5,05;5;-2,38;8,25;6,7;7,18;-5,68;-2,86;-6,75;0,24;-2,38;0,73;5,1;-6,55;-0,58;7,28;4,61;2,91;8,3;4,37;2,33;99;99;99;99;-1,02;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;5,29;99;99;99;99;99;8,79;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7690;6,07;-9,85;-8,01;3,2;-2,38;8,64;2,72;1,17;-6,99;-6,75;2,62;6,46;-0,97;6,75;5,97;-8,01;1,46;-6,46;-2,52;2,57;6,31;2,96;-9,37;-4,03;-6,41;-7,18;2,82;2,23;2,91;1,65;-5,73;5,87;6,12;6,65;-7,72;5,68;-3,5;-8,59;-3,98;-9,17;-0,39;-1,46;-7,72;-5,92;6,46;6,21;6,36;6,02;7,09;-6,36;-7,72;5,49;1,8;5,92;1,36;1,41;-8,16;-8,79;-0,92;0,73;5,73;6,6;-8,69;6,94;6,65;4,95;0,24;2,04;4,22;6,7;99;99;99;99;2,72;99;0,78;99;99;99;99;99;99;99;99;-3,25;-8,45;3,45;2,57;-8,01;-8,35;0,05;-0,05;-6,26;-7,23;-1,31;-6,6;-6,94;-2,72;0,29,,,,,,,,,,,,,
User7691;2,04;1,84;-0,68;-0,87;-0,53;0,49;1,26;-2,09;1,17;8,11;0,24;3,11;1,5;-2,38;3,01;-2,04;-2,23;2,04;1,55;0,68;2,62;-0,78;1,65;-4,22;0,29;2,52;-1,17;1,17;2,77;-0,49;0,34;1,31;0,29;-2,62;2,57;3,06;0,05;-0,58;1,07;-2,18;-0,44;-0,44;-1,07;-3,4;0,87;3,11;3,54;-0,39;1,8;3,01;-2,91;-3,64;1,8;1,12;1,8;1,21;-1,36;-0,29;2,62;-0,29;1,17;3,01;-1,84;-0,44;2,57;0,68;-2,14;-2,18;3,93;-1,17;99;99;99;-0,78;99;99;99;1,31;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7692;99;99;4,56;99;2,43;4,85;2,23;-2,62;99;5,34;8,64;6,21;2,14;4,95;2,43;2,43;3,2;2,43;2,43;3,98;3,79;5,34;4,95;4,56;6,41;4,95;4,66;5,73;4,17;4,95;4,85;2,43;5,34;4,27;3,11;4,08;4,56;3,59;-0,78;2,72;4,95;5,05;4,56;99;5,53;5,92;4,76;3,2;2,82;2,52;4,95;4,95;3,98;3,2;-0,39;4,47;99;99;4,95;4,56;5,34;3,3;5,24;4,56;6,8;5,53;4,56;4,56;2,91;2,52;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;3,01;99;99;99;99;99;99;99;99;99;99;99;3,01;3,01;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7693;-7,72;-7,82;-7,57;99;-1,02;-1,21;-5,34;-4,27;-7,57;-7,62;-6,8;-7,38;-4,22;-6,31;-2,82;-2,91;-0,53;-3,2;-4,37;-4,51;3,59;-7,62;-7,04;99;-7,62;-2,14;3,16;-7,86;2,67;-7,72;-5,05;0,15;99;1,07;1,46;0,1;-4,76;-6,21;-6,94;-7,09;-7,86;3,01;-7,82;-4,37;-6,8;-6,02;-0,73;-7,38;1,21;-4,71;-8,3;-7,57;2,82;-0,39;-7,14;-3,88;99;99;-7,72;-7,72;-7,38;0,39;-7,09;-6,99;3,83;-3,88;-7,82;-5,49;1,8;-7,67;99;99;-1,84;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-7,67;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7694;99;99;99;99;7,96;99;5,34;7,52;99;99;5,34;99;-6,07;4,13;4,76;-5,05;7,52;-5,49;3,01;-5,97;2,82;99;99;99;99;5,87;6,36;0,53;-1,17;99;5,68;-4,27;99;99;7,04;3,88;99;99;99;6,36;99;99;99;99;99;99;99;5,49;5,49;-0,97;99;4,85;5,92;4,9;99;4,9;99;99;99;-1,84;6,46;-1,12;-3,06;99;6,26;2,18;99;4,17;7,23;99;99;99;3,3;99;99;99;99;99;99;99;2,72;99;99;99;99;99;99;99;99;-1,46;99;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7695;99;99;99;99;7,48;99;7,72;6,89;99;99;99;99;0,97;99;7,43;7,48;7,04;7,48;7,67;7,38;7,18;99;99;99;7,52;8,06;7,23;7,86;7,62;99;8,11;6,94;99;7,52;7,62;7,52;99;6,46;99;7,86;99;7,52;99;99;99;99;99;6,65;7,96;6,5;99;99;8,25;7,67;99;6,6;99;99;99;8,25;7,52;7,52;99;99;8,01;6,75;99;7,23;7,72;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;6,75;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7696;99;99;99;99;5,68;6,02;-0,83;-3,59;99;99;99;-3,69;-8,06;-4,42;-4,51;-0,24;-4,08;4,9;-0,39;2,48;5,24;6,8;6,99;99;5,19;3,4;8,35;6,65;-1,21;99;8,98;6,94;-2,18;2,43;3,01;5,34;99;8,4;99;5,1;4,13;8,4;99;99;99;-3,5;4,51;4,81;5,1;1,12;99;99;5,39;2,52;99;7,28;99;99;99;99;5,19;4,22;99;99;5,44;5,44;99;3,69;5,24;99;99;99;99;99;99;5,1;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;-4,08;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7697;-2,96;3,25;7,09;-8,5;-2,23;1,75;-0,44;3,54;1,84;-7,67;-4,32;3,35;-1,07;7,52;-0,78;2,96;-4,47;-5,05;3,64;4,42;-3,4;3,45;-7,23;6,31;-3,11;-3,88;4,13;4,81;2,48;0,49;-6,7;4,13;1,17;2,96;4,17;3,2;-2,09;-2,72;-0,58;-4,56;-8,5;1,07;-6,94;-8,5;3,54;3,88;1,84;-4,32;3,5;3,88;-8,69;-7,52;4,76;-4,08;-4,76;-3,01;2,91;-8,59;-8,4;0,39;1,84;-8,01;-7,04;-7,28;-3,79;3,54;-7,62;-0,44;-2,72;-0,19;5,78;-3,93;0,68;0,39;-4,03;2,23;-2,57;4,66;0,58;5,05;-2,14;4,42;-2,23;1,84;2,38;-8,4;-3,25;1,41;2,86;1,46;5,44;-5,44;5,29;2,43;-5,92;4,85;0,53;1,36;-7,33;-5,97
User7698;6,65;2,77;8,06;-1,02;1,46;-4,56;-3,64;8,74;0,34;0,68;-0,53;-0,1;5,24;-0,58;4,85;5,78;-6,41;-0,92;-2,14;-9,56;-0,39;1,21;-1,7;1,75;-1,46;3,64;-8,64;-0,39;5;1,46;-0,44;0,15;-9,71;-0,44;2,04;5,15;3,11;4,81;2,57;-7,28;-7,77;-7,96;5,83;-5,63;2,23;8,93;3,3;1,26;6,65;9,03;-7,28;3,35;4,47;3,98;-0,1;-0,15;7,82;-9,85;0,63;6,5;-4,13;6,07;1,99;0,87;-8,59;-2,67;1,41;5;0,68;-3,01;0,68;4,03;-7,86;-7,86;-9,37;2,48;0,78;-0,63;-1,8;-8,01;3,3;2,38;5,73;7,09;-6,94;7,23;0,05;4,95;9,17;0,58;0,44;6,07;5,58;3,79;-1,84;-1,36;4,13;-9,66;-6,89;1,31,,
User7699;99;99;99;99;6,17;99;-6,36;0,1;99;99;3,64;-0,53;-5,68;-0,44;-5,68;-5,68;-0,63;-1,89;-1,02;1,5;2,96;3,64;99;99;5,87;-0,34;5,44;99;2,57;99;4,76;-0,63;99;99;-0,68;0,73;-6,21;5,63;3,64;3,64;99;-0,44;99;99;99;2,91;99;-0,68;-0,63;-0,34;99;99;8,11;-0,44;99;0,39;99;99;99;99;-0,34;-0,1;99;99;-0,63;-0,63;99;-0,63;-0,63;99;99;99;99;99;99;99;99;99;99;6,94;99;99;99;99;99;99;99;99;99;99;-2,28;99;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User7700;1,94;3,16;5,68;-1,41;4,9;-3,59;4,85;3,25;-9,17;6,17;6,07;3,4;5,05;4,03;5,49;3,3;1,55;-3,5;1,94;-2,04;3,98;5,68;-5,73;-9,17;-0,97;4,27;7,23;6,17;5,34;5,34;5,73;6,07;-5;2,82;3,54;5,34;3,25;6,94;6,5;4,47;-5,83;7,04;-9,47;-2,77;5,39;4,27;5,49;1,94;5,83;2,62;-3,2;-5,73;0,73;3,93;-9,22;4,42;-2,77;-5,92;5,83;-6,17;5,73;7,28;4,61;2,18;1,26;5,29;-9,17;3,74;-0,15;-4,47;5,34;4,22;4,37;5;4,17;8,06;4,85;4,85;-3,25;-4,66;-6,21;2,82;6,21;6,46;-4,66;-1,41;-3,35;8,93;9,03;2,52;-8,64;-9,66;5,1;7,48;9,22;0,39;4,03;6,17;3,35;3,64,,
User7701;99;99;99;99;-0,73;2,77;-0,34;-5,05;99;99;-0,44;-0,63;-1,55;2,52;-4,71;-0,34;-0,44;-0,44;-1,12;-0,53;2,52;3,79;-1,02;99;1,31;0,87;3,45;-1,12;5,97;99;4,71;6,7;99;99;1,55;6,55;99;0,58;-0,58;0,1;99;3,2;99;99;-0,39;-0,92;2,52;-0,68;5,24;5,87;99;99;4,08;3,88;99;-3,64;99;99;99;99;0,78;5,53;99;99;1,6;4,22;99;5,29;5,78;99;3,01;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;2,09;99;99;99;99;3,5;99;99;99;99;99;99;99;99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
